task,substrate,readout,seg_len,seed_idx,n_units,t_total,runtime_s,mean_acc_all,switch_block,detect_delta,n_expansions,best_delta,win_mean,hard_frac,seg1_acc,seg2_acc,seg3_acc,seg4_acc
adaptive_window,parallel,rls_auto_adapt,250,8,256,20000,4.785101413726807,0.7265112873087218,-1,nan,0,0.22000000000000003,177.24705882352941,0.44823529411764707,0.9,0.6,0.9,0.545
adaptive_window,parallel,rls_auto_adapt,250,9,256,20000,4.426081895828247,0.7213549820716125,-1,nan,0,0.15999999999999998,184.65882352941176,0.3952941176470588,0.9,0.62,0.9,0.49
adaptive_window,parallel,pop_auto_adapt,250,2,256,20000,4.382568836212158,0.7541386798646533,-1,nan,0,0.11999999999999994,169.83529411764707,0.5011764705882353,1.0,0.6,0.9,0.6
adaptive_window,parallel,pop_auto_adapt,250,3,256,20000,3.7374267578125,0.773829604565426,899,0.15999999999999992,1,0.28,162.91764705882352,0.5505882352941176,1.0,0.6,1.0,0.6
adaptive_window,parallel,pop_auto_adapt,250,6,256,20000,4.313182353973389,0.7666632998333418,-1,nan,0,0.16000000000000003,175.9294117647059,0.4576470588235294,0.9,0.6,0.9,0.61
adaptive_window,parallel,pop_auto_adapt,250,7,256,20000,2.7292721271514893,0.7782258471794354,399,0.15999999999999998,1,0.28,177.74117647058824,0.4447058823529412,1.0,0.6,0.94,0.65
adaptive_window,parallel,pop_auto_adapt,250,4,256,20000,4.437509775161743,0.7565577496086057,-1,nan,0,0.14,172.8,0.48,0.9,0.605,1.0,0.6
adaptive_window,parallel,pop_auto_adapt,250,5,256,20000,3.943188428878784,0.7295414373011465,-1,nan,0,0.22000000000000003,171.1529411764706,0.49176470588235294,0.935,0.52,0.9,0.6
adaptive_window,parallel,pop_auto_adapt,250,8,256,20000,4.258262872695923,0.758072824604818,-1,nan,0,0.22000000000000003,172.96470588235294,0.4788235294117647,0.9,0.65,0.9,0.6
adaptive_window,parallel,pop_auto_adapt,250,9,256,20000,3.962580919265747,0.7695343669511641,-1,nan,0,0.15999999999999998,189.9294117647059,0.35764705882352943,0.9,0.68,0.995,0.6
